영구번호,화장실명,위도,경도,좌표정확도,좌표출처,카카오장소ID,카카오장소명,이름유사도,사유
WC038272,모구리야영장(대피소),33.4070310311947,126.822110539791,A,kakao_place_bldg,20336584,모구리야영장 대피소,1.0,"캠퍼스·단지 건물 좌표(구분어 대피소, 묶음 좌표에서 45m)"
WC038271,모구리야영장(가족영지),33.4058569592827,126.820741231642,A,kakao_place_bldg,17584555,모구리야영장 가족영지,1.0,"캠퍼스·단지 건물 좌표(구분어 가족영지, 묶음 좌표에서 157m)"
WC038270,모구리야영장(일출봉영지),33.4055996259388,126.822362856627,A,kakao_place_bldg,17584563,모구리야영장 일출봉영지,1.0,"캠퍼스·단지 건물 좌표(구분어 일출봉영지, 묶음 좌표에서 116m)"
WC037895,오백장군갤러리 화장실,33.4462714776289,126.660637147636,A,kakao_place_bldg,27120091,오백장군갤러리,1.0,"캠퍼스·단지 건물 좌표(구분어 오백장군갤러리, 묶음 좌표에서 673m)"
WC037892,돌박물관 야외화장실,33.4502961692241,126.657984241152,A,kakao_place_bldg,18119056,제주돌문화공원 돌박물관야외무대,0.57,"캠퍼스·단지 건물 좌표(구분어 돌박물관야외, 묶음 좌표에서 168m)"
WC037891,돌박물관 화장실,33.449955198962,126.658579277075,A,kakao_place_bldg,843290898,제주돌박물관,0.8,"캠퍼스·단지 건물 좌표(구분어 돌박물관, 묶음 좌표에서 235m)"
WC037937,애향운동장,33.49554666108122,126.51782209543354,A,kakao_place_bldg,17808519,제주종합경기장 애향운동장,0.59,"캠퍼스·단지 건물 좌표(구분어 애향운동장, 묶음 좌표에서 105m)"
WC038188,제주시청1별관,33.4998510078275,126.531967882151,A,kakao_place_bldg,106576479,제주시청 1별관,1.0,"캠퍼스·단지 건물 좌표(구분어 별관, 묶음 좌표에서 47m)"
WC037898,제주시청 시민화장실,33.4975520839931,126.531050485132,A,kakao_place_bldg,1051905687,시민정치연대 제주가치,0.25,"캠퍼스·단지 건물 좌표(구분어 시민, 묶음 좌표에서 315m)"
WC037834,제주항 연안여객터미널(1층 매표소),33.5194882503356,126.53523664066,A,kakao_place_bldg,2078038700,매표소 제주항연안여객터미널,0.77,"캠퍼스·단지 건물 좌표(구분어 매표소, 묶음 좌표에서 112m)"
WC037724,주차장화장실,34.32828374985573,126.8086342036775,A,kakao_place_bldg,20848636,신지명사십리해수욕장 1주차장,0.35,"캠퍼스·단지 건물 좌표(구분어 주차장, 묶음 좌표에서 109m)"
WC037803,해안도로입구,34.4327127461606,126.351823142486,A,kakao_place_bldg,1673121327,해안도로입구 화장실,0.8,"캠퍼스·단지 건물 좌표(구분어 해안도로입구, 묶음 좌표에서 617m)"
WC001576,해안도로입구,34.4327127461606,126.351823142486,A,kakao_place_bldg,1673121327,해안도로입구 화장실,0.8,"캠퍼스·단지 건물 좌표(구분어 해안도로입구, 묶음 좌표에서 617m)"
WC004471,고흥군농업기술센터,34.56684435637109,127.25883019551249,A,kakao_place_bldg,25969000,고흥군농업기술센터,1.0,"캠퍼스·단지 건물 좌표(구분어 고흥군농업기술센터, 묶음 좌표에서 100m)"
WC037175,축구장,34.5673751150115,126.619276253123,A,kakao_place_bldg,11585829,우슬체육공원 축구장,0.5,"캠퍼스·단지 건물 좌표(구분어 축구장, 묶음 좌표에서 384m)"
WC037174,풋살장,34.5696245545444,126.62025549208,A,kakao_place_bldg,1055218229,우슬체육공원 풋살장,0.5,"캠퍼스·단지 건물 좌표(구분어 풋살장, 묶음 좌표에서 302m)"
WC037215,해남군보건소,34.5705249265595,126.61189075879,A,kakao_place_bldg,1180629476,해남군보건소 구강보건센터,0.67,"캠퍼스·단지 건물 좌표(구분어 해남군보건소, 묶음 좌표에서 21m)"
WC037214,건강누리센터,34.570163870815804,126.6117398707299,A,kakao_place_bldg,1317104194,해남건강누리센터,0.86,"캠퍼스·단지 건물 좌표(구분어 건강누리센터, 묶음 좌표에서 44m)"
WC037290,명량대첩해전사 공중화장실1층,34.5726125367439,126.309816283472,A,kakao_place_bldg,1841927605,우수영국민관광지 명량대첩해전사기념전시관,0.52,"캠퍼스·단지 건물 좌표(구분어 명량대첩해전사, 묶음 좌표에서 30m)"
WC037289,명량대첩해전사 공중화장실3층,34.5726125367439,126.309816283472,A,kakao_place_bldg,1841927605,우수영국민관광지 명량대첩해전사기념전시관,0.52,"캠퍼스·단지 건물 좌표(구분어 명량대첩해전사, 묶음 좌표에서 30m)"
WC008951,고흥문화원,34.6124652868439,127.297612366226,A,kakao_place_bldg,10165004,고흥문화원,1.0,"캠퍼스·단지 건물 좌표(구분어 고흥문화원, 묶음 좌표에서 421m)"
WC004635,박지성공설운동장,34.61430002729198,127.2985893127222,A,kakao_place_bldg,8193641,박지성공설운동장,1.0,"캠퍼스·단지 건물 좌표(구분어 박지성공설운동장, 묶음 좌표에서 209m)"
WC004634,고흥종합문화회관,34.6124580328575,127.29762978532,A,kakao_place_bldg,10169101,고흥종합문화회관,1.0,"캠퍼스·단지 건물 좌표(구분어 고흥종합문화회관, 묶음 좌표에서 420m)"
WC035766,오동도 용굴,34.743396623851,127.765726220999,A,kakao_place_bldg,18091598,오동도 용굴,1.0,"캠퍼스·단지 건물 좌표(구분어 용굴, 묶음 좌표에서 227m)"
WC037421,왕인박사유적지 주차장,34.7562513068662,126.630486696891,A,kakao_place_bldg,17580753,왕인학당 주차장1,0.56,"캠퍼스·단지 건물 좌표(구분어 주차장, 묶음 좌표에서 129m)"
WC037420,왕인박사유적지 매표소,34.7575498603069,126.62828774959,A,kakao_place_bldg,17944613,왕인학당 매표소,0.59,"캠퍼스·단지 건물 좌표(구분어 매표소, 묶음 좌표에서 136m)"
WC037419,왕인박사유적지 관리사무소,34.7562861806341,126.6312860288,A,kakao_place_bldg,17944615,왕인학당 관리사무소,0.67,"캠퍼스·단지 건물 좌표(구분어 관리사무소, 묶음 좌표에서 200m)"
WC037418,왕인박사유적지 월악루,34.7545103302322,126.630669199875,A,kakao_place_bldg,13147205,월악루,0.46,"캠퍼스·단지 건물 좌표(구분어 월악루, 묶음 좌표에서 266m)"
WC037417,왕인박사유적지 봉선대,34.7552316197509,126.629534488052,A,kakao_place_bldg,13147211,봉선대,0.46,"캠퍼스·단지 건물 좌표(구분어 봉선대, 묶음 좌표에서 149m)"
WC035533,망마국민체육센터,34.758748907447874,127.67835824974992,A,kakao_place_bldg,1487026395,망마국민체육센터 수영장,0.84,"캠퍼스·단지 건물 좌표(구분어 망마국민체육센터, 묶음 좌표에서 108m)"
WC035897,진남체육공원 진남체육관,34.762725714184306,127.72575334032385,A,kakao_place_bldg,17583741,진남체육공원 진남체육관,1.0,"캠퍼스·단지 건물 좌표(구분어 진남체육공원진남체육관, 묶음 좌표에서 146m)"
WC035532,장애인국민체육센터,34.761891854530205,127.72182269198211,A,kakao_place_bldg,1340155887,여수시 장애인국민체육센터,0.86,"캠퍼스·단지 건물 좌표(구분어 국민체육센터, 묶음 좌표에서 440m)"
WC037053,장평다목적회관,34.773539846057076,126.97574803198843,A,kakao_place_bldg,1737175672,장평다목적회관,1.0,"캠퍼스·단지 건물 좌표(구분어 다목적회관, 묶음 좌표에서 86m)"
WC037052,장평면민회관2층,34.77338831467436,126.97528379400826,A,kakao_place_bldg,1296162940,장평면민회관,1.0,"캠퍼스·단지 건물 좌표(구분어 면민회관, 묶음 좌표에서 54m)"
WC037051,장평면민회관1층,34.77338831467436,126.97528379400826,A,kakao_place_bldg,1296162940,장평면민회관,1.0,"캠퍼스·단지 건물 좌표(구분어 면민회관, 묶음 좌표에서 54m)"
WC032187,스포츠파크,34.80415863678158,127.83568365185582,A,kakao_place_bldg,10186256,남해스포츠파크호텔,0.71,"캠퍼스·단지 건물 좌표(구분어 스포츠파크, 묶음 좌표에서 245m)"
WC053088,스포츠파크 테니스장,34.8545309168225,128.581087780609,A,kakao_place_bldg,104056150,거제스포츠파크 테니스장,0.9,"캠퍼스·단지 건물 좌표(구분어 스포츠파크테니스장, 묶음 좌표에서 300m)"
WC053087,스포츠파크 풋살장,34.8509320906035,128.582680745635,A,kakao_place_bldg,535921098,거제스포츠파크 풋살장,0.89,"캠퍼스·단지 건물 좌표(구분어 스포츠파크풋살장, 묶음 좌표에서 147m)"
WC053052,거제경찰서 본관 1층,34.8969392014172,128.689890647923,A,kakao_place_bldg,1165022216,한짐MMA 옥포본관,0.25,"캠퍼스·단지 건물 좌표(구분어 본관, 묶음 좌표에서 368m)"
WC031979,상족암군립공원 주차장화장실,34.90838475723389,128.14708273426328,A,kakao_place_bldg,1321733219,상족암군립공원 주차장 전기차충전소,0.77,"캠퍼스·단지 건물 좌표(구분어 상족암군립공원주차장, 묶음 좌표에서 146m)"
WC050372,낙안행정복지센터(2층),34.908061789694095,127.34625208438437,A,kakao_place_bldg,8234206,낙안면행정복지센터,0.94,"캠퍼스·단지 건물 좌표(구분어 행정복지센터, 묶음 좌표에서 40m)"
WC050371,낙안면행정복지센터(1층),34.908061789694095,127.34625208438437,A,kakao_place_bldg,8234206,낙안면행정복지센터,1.0,"캠퍼스·단지 건물 좌표(구분어 면행정복지센터, 묶음 좌표에서 40m)"
WC050537,순천만국가정원 서문매표소 화장실,34.92848086008426,127.49739554961579,A,kakao_place_bldg,1544551707,무인민원발급창구 순천만국가정원 서문매표소,0.75,"캠퍼스·단지 건물 좌표(구분어 가정원서문매표소, 묶음 좌표에서 314m)"
WC050536,순천만국가정원 한국정원 화장실,34.9268464940016,127.496111752414,A,kakao_place_bldg,19530550,순천만국가정원 한국정원,1.0,"캠퍼스·단지 건물 좌표(구분어 가정원한국정원, 묶음 좌표에서 483m)"
WC050518,순천만국가정원 역사관 화장실,34.9289333561301,127.496292863416,A,kakao_place_bldg,1638042508,순천만국가정원 역사관,1.0,"캠퍼스·단지 건물 좌표(구분어 가정원역사관, 묶음 좌표에서 411m)"
WC050517,순천만국가정원 서문주차장 화장실,34.92886359779077,127.49527458474617,A,kakao_place_bldg,244885362,순천만국가정원 서문주차장,1.0,"캠퍼스·단지 건물 좌표(구분어 가정원서문주차장, 묶음 좌표에서 504m)"
WC053348,순천만국가정원 관람차 매표소 화장실,34.92844050975981,127.51038551717977,A,kakao_place_bldg,1632424456,순천만국가정원 관람차매표소,1.0,"캠퍼스·단지 건물 좌표(구분어 관람차매표소, 묶음 좌표에서 162m)"
WC050515,순천만국가정원 국가정원식물원 화장실(2층),34.9289743668069,127.512042570806,A,kakao_place_bldg,1466483596,순천만국가정원 식물원,0.83,"캠퍼스·단지 건물 좌표(구분어 국가정원식물원, 묶음 좌표에서 240m)"
WC050514,순천만국가정원 국가정원식물원 화장실(1층),34.9289743668069,127.512042570806,A,kakao_place_bldg,1466483596,순천만국가정원 식물원,0.83,"캠퍼스·단지 건물 좌표(구분어 국가정원식물원, 묶음 좌표에서 240m)"
WC050513,순천만국가정원 워케이션 화장실,34.925238874074076,127.51250966500783,A,kakao_place_bldg,1987690721,순천만국가정원 정원워케이션,0.92,"캠퍼스·단지 건물 좌표(구분어 워케이션, 묶음 좌표에서 567m)"
WC050528,순천만국가정원 동문매표소 화장실,34.9309124779237,127.509865617331,A,kakao_place_bldg,1543776099,무인민원발급창구 순천만국가정원 동문매표소,0.75,"캠퍼스·단지 건물 좌표(구분어 동문매표소, 묶음 좌표에서 105m)"
WC050525,순천만국가정원 메타세쿼이아길 화장실,34.9250028421623,127.511194894118,A,kakao_place_bldg,19530454,순천만국가정원 메타세쿼이아길,1.0,"캠퍼스·단지 건물 좌표(구분어 메타세쿼이아길, 묶음 좌표에서 584m)"
WC050524,순천만국가정원 독일정원 화장실,34.9263980395442,127.508651317889,A,kakao_place_bldg,19530291,순천만국가정원 독일정원,1.0,"캠퍼스·단지 건물 좌표(구분어 독일정원, 묶음 좌표에서 465m)"
WC050522,순천만국가정원 프랑스정원 화장실,34.9282572456412,127.506360042491,A,kakao_place_bldg,19530294,순천만국가정원 프랑스정원,1.0,"캠퍼스·단지 건물 좌표(구분어 프랑스정원, 묶음 좌표에서 450m)"
WC050471,팔마골프연습장,34.9371067050483,127.517977570407,A,kakao_place_bldg,19974690,팔마골프연습장,1.0,"캠퍼스·단지 건물 좌표(구분어 팔마골프연습장, 묶음 좌표에서 376m)"
WC050468,올림픽기념관 화장실,34.9352590388311,127.51983873843,A,kakao_place_bldg,1844927460,올림픽기념관 탁구장,0.8,"캠퍼스·단지 건물 좌표(구분어 올림픽기념관, 묶음 좌표에서 494m)"
WC050467,팔마체육관 화장실,34.9347344192871,127.518999193703,A,kakao_place_bldg,1986612398,팔마체육관사거리,0.77,"캠퍼스·단지 건물 좌표(구분어 팔마체육관, 묶음 좌표에서 568m)"
WC050459,게이트볼장화장실,34.93904956889968,127.52104811376462,A,kakao_place_bldg,11584099,팔마게이트볼장,0.83,"캠퍼스·단지 건물 좌표(구분어 게이트볼장, 묶음 좌표에서 73m)"
WC050456,다목적체육관 화장실,34.9394945635586,127.520273754235,A,kakao_place_bldg,1854217265,팔마다목적체육관,0.86,"캠퍼스·단지 건물 좌표(구분어 다목적체육관, 묶음 좌표에서 43m)"
WC050455,테니스장 화장실,34.9383699189129,127.521050382754,A,kakao_place_bldg,1341070297,팔마실내테니스장,0.67,"캠퍼스·단지 건물 좌표(구분어 테니스장, 묶음 좌표에서 145m)"
WC050453,팔마국민체육센터 화장실,34.9411930559742,127.521466686187,A,kakao_place_bldg,2023588204,순천팔마국민체육센터,0.89,"캠퍼스·단지 건물 좌표(구분어 팔마국민체육센터, 묶음 좌표에서 185m)"
WC050451,유소년축구장화장실,34.9417648997588,127.520539860953,A,kakao_place_bldg,1915695982,순천팔마종합운동장 유소년축구장,0.57,"캠퍼스·단지 건물 좌표(구분어 유소년축구장, 묶음 좌표에서 236m)"
WC050450,야구장화장실,34.9415451354624,127.519235852203,A,kakao_place_bldg,2023083679,팔마야구장,0.75,"캠퍼스·단지 건물 좌표(구분어 야구장, 묶음 좌표에서 250m)"
WC050449,인공암벽장 화장실,34.94055517021581,127.51866150153968,A,kakao_place_bldg,1437644096,팔마인공암벽장,0.83,"캠퍼스·단지 건물 좌표(구분어 인공암벽장, 묶음 좌표에서 212m)"
WC050448,국궁장(환선정) 화장실,34.94153042270619,127.5180371302618,A,kakao_place_bldg,2068276365,팔마국궁장 환선정,0.86,"캠퍼스·단지 건물 좌표(구분어 국궁장환선정, 묶음 좌표에서 321m)"
WC030554,삼천포종합운동장,34.9409661715837,128.0913145894946,A,kakao_place_bldg,17572892,삼천포종합운동장 테니스장,0.8,"캠퍼스·단지 건물 좌표(구분어 종합운동장, 묶음 좌표에서 316m)"
WC032123,종합운동장 화장실,34.9803377273084,128.310673425332,A,kakao_place_bldg,8194874,고성군종합운동장,0.77,"캠퍼스·단지 건물 좌표(구분어 종합운동장, 묶음 좌표에서 114m)"
WC032121,문화체육센터 화장실,34.9813321132443,128.312069079251,A,kakao_place_bldg,17808325,고성군문화체육센터,0.8,"캠퍼스·단지 건물 좌표(구분어 문화체육센터, 묶음 좌표에서 256m)"
WC032112,고성군 게이트볼장 화장실,34.9817054765648,128.312215207454,A,kakao_place_bldg,2114906212,고성군게이트볼장,1.0,"캠퍼스·단지 건물 좌표(구분어 고성군게이트볼장, 묶음 좌표에서 299m)"
WC035984,목재문화체험장 화장실,35.055136591366264,127.59924937129509,A,kakao_place_bldg,683645453,광양목재문화체험장,0.88,"캠퍼스·단지 건물 좌표(구분어 목재문화체험장, 묶음 좌표에서 394m)"
WC035982,식물생태숲 영상체험관 화장실,35.052504598745,127.598524247776,A,kakao_place_bldg,19585178,백운산식물생태숲 영상체험관,0.87,"캠퍼스·단지 건물 좌표(구분어 식물생태숲영상체험관, 묶음 좌표에서 96m)"
WC035980,2야영장 화장실,35.0532798059485,127.59485131583,A,kakao_place_bldg,17646212,백운산자연휴양림 야영장2,0.38,"캠퍼스·단지 건물 좌표(구분어 야영장, 묶음 좌표에서 381m)"
WC001528,물놀이장 화장실,35.054245080098404,126.51964002760805,A,kakao_place_bldg,17581902,함평엑스포공원 물놀이장,0.53,"캠퍼스·단지 건물 좌표(구분어 물놀이장, 묶음 좌표에서 211m)"
WC001525,중앙광장 화장실,35.055475503041876,126.52147985057631,A,kakao_place_bldg,17385144,중앙광장,1.0,"캠퍼스·단지 건물 좌표(구분어 광장, 묶음 좌표에서 161m)"
WC001522,황소주차장 화장실,35.05904504505447,126.5231175861414,A,kakao_place_bldg,25611527,함평엑스포공원 제1황소주차장,0.53,"캠퍼스·단지 건물 좌표(구분어 황소주차장, 묶음 좌표에서 437m)"
WC032147,S캠핑장 화장실,35.059352563552,128.398809136139,A,kakao_place_bldg,1682111435,당항포관광지 S캠핑장,0.57,"캠퍼스·단지 건물 좌표(구분어 S캠핑장, 묶음 좌표에서 71m)"
WC032145,C캠핑장 화장실,35.0585439388154,128.396712749066,A,kakao_place_bldg,1609743774,당항포관광지 C캠핑장,0.57,"캠퍼스·단지 건물 좌표(구분어 C캠핑장, 묶음 좌표에서 258m)"
WC032138,주제관 1층 화장실,35.0555750439243,128.400314262252,A,kakao_place_bldg,17576054,당항포관광지 엑스포주제관,0.4,"캠퍼스·단지 건물 좌표(구분어 주제관, 묶음 좌표에서 392m)"
WC032137,주제관 2층 화장실,35.0555750439243,128.400314262252,A,kakao_place_bldg,17576054,당항포관광지 엑스포주제관,0.4,"캠퍼스·단지 건물 좌표(구분어 주제관, 묶음 좌표에서 392m)"
WC032136,주제관 3층 화장실,35.0555750439243,128.400314262252,A,kakao_place_bldg,17576054,당항포관광지 엑스포주제관,0.4,"캠퍼스·단지 건물 좌표(구분어 주제관, 묶음 좌표에서 392m)"
WC032130,홀로그램 화장실,35.0570985864359,128.401686265896,A,kakao_place_bldg,2103560760,당항포관광지 홀로그램영상관,0.47,"캠퍼스·단지 건물 좌표(구분어 홀로그램, 묶음 좌표에서 294m)"
WC032339,공설운동장 보조구장,35.05984980096,127.778723575383,A,kakao_place_bldg,11585842,하동군공설운동장 보조구장,0.86,"캠퍼스·단지 건물 좌표(구분어 공설운동장보조구장, 묶음 좌표에서 459m)"
WC032338,국민체육센터,35.0626758549214,127.778811801473,A,kakao_place_bldg,20710854,하동국민체육센터,0.86,"캠퍼스·단지 건물 좌표(구분어 국민체육센터, 묶음 좌표에서 176m)"
WC032337,농어촌복합체육시설,35.06363397658262,127.7778298944404,A,kakao_place_bldg,468467369,농어촌복합체육시설,1.0,"캠퍼스·단지 건물 좌표(구분어 농어촌복합체육시설, 묶음 좌표에서 37m)"
WC032335,하동공설운동장,35.0624171744167,127.777546486936,A,kakao_place_bldg,8145294,하동공설운동장,1.0,"캠퍼스·단지 건물 좌표(구분어 하동공설운동장, 묶음 좌표에서 161m)"
WC051518,화순군청의회동화장실,35.064288474123,126.986826975496,A,kakao_place_bldg,17561735,화순군청 의회동,1.0,"캠퍼스·단지 건물 좌표(구분어 의회동, 묶음 좌표에서 69m)"
WC011905,영도도서관,35.0756519284141,129.066486786574,A,kakao_place_bldg,8441034,영도도서관,1.0,"캠퍼스·단지 건물 좌표(구분어 도서관, 묶음 좌표에서 55m)"
WC011904,영도문화예술회관,35.0756271199659,129.066038912097,A,kakao_place_bldg,11531771,영도문화예술회관,1.0,"캠퍼스·단지 건물 좌표(구분어 문화예술회관, 묶음 좌표에서 85m)"
WC050923,노안면사무소 개방화장실,35.0758536832441,126.731336228884,A,kakao_place_bldg,26439169,노안면사무소 회관,0.86,"캠퍼스·단지 건물 좌표(구분어 면사무소, 묶음 좌표에서 68m)"
WC050921,노안면사무소,35.0758536832441,126.731336228884,A,kakao_place_bldg,26439169,노안면사무소 회관,0.86,"캠퍼스·단지 건물 좌표(구분어 면사무소, 묶음 좌표에서 68m)"
WC050920,노안보건지소,35.0759117006596,126.731485154776,A,kakao_place_bldg,17085198,노안보건지소,1.0,"캠퍼스·단지 건물 좌표(구분어 보건지소, 묶음 좌표에서 53m)"
WC008102,해양공원 해전사체험관 화장실,35.0920432383698,128.720525445252,A,kakao_place_bldg,26112348,진해해양공원 해전사체험관,0.91,"캠퍼스·단지 건물 좌표(구분어 해전사체험관, 묶음 좌표에서 122m)"
WC008100,해양공원 어류생태학습관 화장실,35.091145325268656,128.7220054692804,A,kakao_place_bldg,26324687,진해해양공원 어류생태학습관,0.92,"캠퍼스·단지 건물 좌표(구분어 어류생태학습관, 묶음 좌표에서 279m)"
WC005344,부경대학교 학군단,35.11455075575722,129.08804656634382,A,kakao_place_bldg,1753680718,국립부경대학교 용당캠퍼스 육군학군단,0.64,"캠퍼스·단지 건물 좌표(구분어 학군단, 묶음 좌표에서 204m)"
WC005341,부경대학교 학생회관,35.1169440849791,129.090407532338,A,kakao_place_bldg,23874557,학생회관,0.62,"캠퍼스·단지 건물 좌표(구분어 학생회관, 묶음 좌표에서 138m)"
WC005336,부경대학교 5공학관,35.114007695608,129.090117546394,A,kakao_place_bldg,17566056,부경대학교용당캠퍼스 5공학관,0.78,"캠퍼스·단지 건물 좌표(구분어 공학관, 묶음 좌표에서 229m)"
WC005326,부경대학교 창업보육센터,35.1171711654267,129.0891542668,A,kakao_place_bldg,17564061,국립부경대학교 용당캠퍼스 창업보육센터,0.76,"캠퍼스·단지 건물 좌표(구분어 창업보육센터, 묶음 좌표에서 134m)"
WC005245,부산문화회관 사랑채,35.1279679161975,129.093699190249,A,kakao_place_bldg,18315859,부산문화회관 사랑채극장,0.9,"캠퍼스·단지 건물 좌표(구분어 사랑채, 묶음 좌표에서 89m)"
WC005244,부산문화회관 챔버홀,35.1277846505011,129.093457569293,A,kakao_place_bldg,34484298,부산문화회관 챔버홀,1.0,"캠퍼스·단지 건물 좌표(구분어 챔버홀, 묶음 좌표에서 67m)"
WC005243,부산문화회관 중극장,35.1270084146323,129.094363463905,A,kakao_place_bldg,11271099,부산문화회관 중극장,1.0,"캠퍼스·단지 건물 좌표(구분어 중극장, 묶음 좌표에서 83m)"
WC005242,부산문화회관 다듬채,35.1268276514957,129.092829785916,A,kakao_place_bldg,994112629,부산문화회관 다듬채,1.0,"캠퍼스·단지 건물 좌표(구분어 다듬채, 묶음 좌표에서 71m)"
WC005241,부산문화회관 전시실,35.1273956385834,129.093649437004,A,kakao_place_bldg,737193828,부산문화회관 전시실,1.0,"캠퍼스·단지 건물 좌표(구분어 전시실, 묶음 좌표에서 28m)"
WC005265,부산박물관 보존관리동2층,35.1295535683308,129.095389551904,A,kakao_place_bldg,1467078909,부산박물관 보존관리동,1.0,"캠퍼스·단지 건물 좌표(구분어 박물관보존관리동, 묶음 좌표에서 223m)"
WC005264,부산박물관 보존관리동1층,35.1295535683308,129.095389551904,A,kakao_place_bldg,1467078909,부산박물관 보존관리동,1.0,"캠퍼스·단지 건물 좌표(구분어 박물관보존관리동, 묶음 좌표에서 223m)"
WC005262,부산박물관 부산관지하,35.1295740100375,129.094832843056,A,kakao_place_bldg,971856667,부산박물관 부산관,1.0,"캠퍼스·단지 건물 좌표(구분어 박물관부산관, 묶음 좌표에서 172m)"
WC005260,부산박물관 부산관2층,35.1295740100375,129.094832843056,A,kakao_place_bldg,971856667,부산박물관 부산관,1.0,"캠퍼스·단지 건물 좌표(구분어 박물관부산관, 묶음 좌표에서 172m)"
WC005259,부산박물관 부산관1층,35.1295740100375,129.094832843056,A,kakao_place_bldg,971856667,부산박물관 부산관,1.0,"캠퍼스·단지 건물 좌표(구분어 박물관부산관, 묶음 좌표에서 172m)"
WC005258,부산박물관 동래관지하,35.12936995945,129.094125591443,A,kakao_place_bldg,23114757,부산박물관 동래관,1.0,"캠퍼스·단지 건물 좌표(구분어 박물관동래관, 묶음 좌표에서 110m)"
WC005257,부산박물관 동래관1층,35.12936995945,129.094125591443,A,kakao_place_bldg,23114757,부산박물관 동래관,1.0,"캠퍼스·단지 건물 좌표(구분어 박물관동래관, 묶음 좌표에서 110m)"
WC005322,부경대학교 양어장관리사,35.1330916955079,129.101517906381,A,kakao_place_bldg,17564521,국립부경대학교 양어장관리사,0.92,"캠퍼스·단지 건물 좌표(구분어 양어장관리사, 묶음 좌표에서 385m)"
WC005320,부경대학교 수조실험동,35.1330195838845,129.107536162757,A,kakao_place_bldg,17564181,국립부경대학교 수조실험동,0.91,"캠퍼스·단지 건물 좌표(구분어 수조실험동, 묶음 좌표에서 305m)"
WC005319,부경대학교 수산질병관리원,35.1337854239267,129.108683589169,A,kakao_place_bldg,79749839,국립부경대학교 수산질병관리원,0.92,"캠퍼스·단지 건물 좌표(구분어 수산질병관리원, 묶음 좌표에서 440m)"
WC005318,부경대학교 한울관,35.1323329723746,129.106962309709,A,kakao_place_bldg,691831096,국립부경대학교 한울관,0.89,"캠퍼스·단지 건물 좌표(구분어 한울관, 묶음 좌표에서 217m)"
WC005317,부경대학교 디자인관,35.1342602159418,129.101482126069,A,kakao_place_bldg,1338876557,국립부경대학교 디자인관,0.9,"캠퍼스·단지 건물 좌표(구분어 디자인관, 묶음 좌표에서 472m)"
WC005316,부경대학교 대학극장,35.1323825385163,129.104992368095,A,kakao_place_bldg,27203568,국립부경대학교 대학극장,0.9,"캠퍼스·단지 건물 좌표(구분어 대학극장, 묶음 좌표에서 134m)"
WC005315,부경대학교 체육관,35.133111185766,129.104962862932,A,kakao_place_bldg,27203569,국립부경대학교 체육관,0.89,"캠퍼스·단지 건물 좌표(구분어 체육관, 묶음 좌표에서 215m)"
WC005314,부경대학교 위드센터,35.13394999701768,129.10575014666566,A,kakao_place_bldg,17564221,국립부경대학교 위드센터,0.9,"캠퍼스·단지 건물 좌표(구분어 위드센터, 묶음 좌표에서 315m)"
WC005313,부경대학교 나비센터,35.134114434730435,129.10639940251266,A,kakao_place_bldg,17555704,국립부경대학교 나비센터,0.9,"캠퍼스·단지 건물 좌표(구분어 나비센터, 묶음 좌표에서 349m)"
WC005312,부경대학교 아름관,35.1330373264555,129.107966627795,A,kakao_place_bldg,602084071,국립부경대학교 아름관,0.89,"캠퍼스·단지 건물 좌표(구분어 아름관, 묶음 좌표에서 337m)"
WC005311,부경대학교 동원장보고관,35.1331609423552,129.102928184687,A,kakao_place_bldg,27203553,국립부경대학교 동원장보고관,0.92,"캠퍼스·단지 건물 좌표(구분어 동원장보고관, 묶음 좌표에서 293m)"
WC005310,부경대학교 청운관,35.1344299439403,129.104786199297,A,kakao_place_bldg,17564226,국립부경대학교 청운관,0.89,"캠퍼스·단지 건물 좌표(구분어 청운관, 묶음 좌표에서 362m)"
WC005309,부경대학교 충무관,35.1350420407047,129.105240753414,A,kakao_place_bldg,17561363,국립부경대학교 충무관,0.89,"캠퍼스·단지 건물 좌표(구분어 충무관, 묶음 좌표에서 430m)"
WC005308,부경대학교 웅비관,35.1344936265887,129.103195025763,A,kakao_place_bldg,17556080,국립부경대학교 웅비관,0.89,"캠퍼스·단지 건물 좌표(구분어 웅비관, 묶음 좌표에서 405m)"
WC005307,부경대학교 누리관,35.1347763372125,129.103105764731,A,kakao_place_bldg,17558526,국립부경대학교 누리관,0.89,"캠퍼스·단지 건물 좌표(구분어 누리관, 묶음 좌표에서 437m)"
WC005305,부경대학교 호연관,35.1352479378729,129.107703309696,A,kakao_place_bldg,17564527,국립부경대학교 호연관,0.89,"캠퍼스·단지 건물 좌표(구분어 호연관, 묶음 좌표에서 513m)"
WC005304,부경대학교 건축관,35.13471112103416,129.10784304627384,A,kakao_place_bldg,17564120,국립부경대학교 건축관,0.89,"캠퍼스·단지 건물 좌표(구분어 건축관, 묶음 좌표에서 468m)"
WC005303,부경대학교 해양공동연구관,35.1354563782743,129.108774958943,A,kakao_place_bldg,17555693,국립부경대학교 해양공동연구관,0.92,"캠퍼스·단지 건물 좌표(구분어 해양공동연구관, 묶음 좌표에서 584m)"
